p diff est_diff error1 size est_size error2
6299 15281 15082.76 -1.297304% 94954094 94991216.41 0.039095%
6287 15307 15109.15 -1.292556% 94938787 94976107.26 0.039310%
6277 15330 15130.81 -1.299334% 94923457 94960976.45 0.039526%
6271 15343 15142.88 -1.304333% 94908114 94945833.58 0.039743%
6269 15346 15145.29 -1.307887% 94892768 94930688.28 0.039961%
6263 15359 15157.38 -1.312698% 94877409 94915530.90 0.040180%
6257 15373 15169.50 -1.323781% 94862036 94900361.41 0.040401%
6247 15395 15191.35 -1.322834% 94846641 94885170.06 0.040622%
6229 15436 15232.81 -1.316342% 94831205 94869937.25 0.040843%
6221 15455 15249.95 -1.326757% 94815750 94854687.30 0.041066%
6217 15462 15257.31 -1.323835% 94800288 94839429.99 0.041289%
6211 15476 15269.59 -1.333736% 94784812 94824160.40 0.041513%
6203 15493 15286.82 -1.330778% 94769319 94808873.57 0.041738%
6199 15501 15294.22 -1.333975% 94753818 94793579.35 0.041963%
6197 15504 15296.69 -1.337148% 94738314 94778282.67 0.042188%
6173 15560 15353.68 -1.325947% 94722754 94762928.98 0.042413%
6163 15582 15376.10 -1.321371% 94707172 94747552.88 0.042638%
6151 15610 15403.60 -1.322220% 94691562 94732149.28 0.042863%
6143 15629 15421.15 -1.329874% 94675933 94716728.12 0.043089%
6133 15653 15443.78 -1.336586% 94660280 94701284.34 0.043317%
6131 15656 15446.30 -1.339403% 94644624 94685838.04 0.043546%
6121 15679 15469.01 -1.339278% 94628945 94670369.02 0.043775%
6113 15696 15486.73 -1.333282% 94613249 94654882.29 0.044004%
6101 15725 15514.65 -1.337676% 94597524 94639367.64 0.044233%
6091 15750 15537.57 -1.348732% 94581774 94623830.07 0.044465%
6089 15753 15540.13 -1.351321% 94566021 94608289.94 0.044698%
6079 15776 15563.13 -1.349304% 94550245 94592726.81 0.044930%
6073 15788 15575.95 -1.343127% 94534457 94577150.86 0.045162%
6067 15801 15588.78 -1.343056% 94518656 94561562.08 0.045394%
6053 15836 15622.26 -1.349686% 94502820 94545939.81 0.045628%
6047 15850 15635.18 -1.355325% 94486970 94530304.63 0.045863%
6043 15857 15642.94 -1.349921% 94471113 94514661.69 0.046097%
6037 15871 15655.90 -1.355309% 94455242 94499005.79 0.046333%
6029 15888 15674.08 -1.346448% 94439354 94483331.71 0.046567%
6011 15933 15718.40 -1.346859% 94423421 94467613.31 0.046802%
6007 15942 15726.25 -1.353313% 94407479 94451887.05 0.047039%
5987 15994 15776.16 -1.361993% 94391485 94436110.89 0.047277%
5981 16008 15789.35 -1.365871% 94375477 94420321.54 0.047517%
5953 16080 15860.96 -1.362161% 94359397 94404460.58 0.047757%
5939 16117 15895.68 -1.373191% 94343280 94388564.89 0.048000%
5927 16145 15925.18 -1.361512% 94327135 94372639.71 0.048241%
5923 16155 15933.25 -1.372640% 94310980 94356706.46 0.048485%
5903 16206 15984.53 -1.366566% 94294774 94340721.92 0.048728%
5897 16221 15998.09 -1.374222% 94278553 94324723.84 0.048973%
5881 16264 16038.89 -1.384088% 94262289 94308684.95 0.049220%
5879 16268 16041.62 -1.391565% 94246021 94292643.33 0.049469%
5869 16294 16066.22 -1.397940% 94229727 94276577.11 0.049719%
5867 16297 16068.96 -1.399288% 94213430 94260508.15 0.049970%
5861 16311 16082.67 -1.399875% 94197119 94244425.48 0.050221%
5857 16321 16090.90 -1.409815% 94180798 94228334.58 0.050474%
5851 16334 16104.65 -1.404098% 94164464 94212229.92 0.050726%
5849 16337 16107.41 -1.405349% 94148127 94196122.51 0.050979%
5843 16353 16121.19 -1.417528% 94131774 94180001.32 0.051234%
5839 16362 16129.47 -1.421132% 94115412 94163871.85 0.051490%
5827 16394 16159.92 -1.427821% 94099018 94147711.92 0.051748%
5821 16409 16173.80 -1.433337% 94082609 94131538.12 0.052007%
5813 16428 16193.28 -1.428779% 94066181 94115344.84 0.052265%
5807 16443 16207.22 -1.433904% 94049738 94099137.62 0.052525%
5801 16459 16221.19 -1.444848% 94033279 94082916.43 0.052787%
5791 16484 16246.40 -1.441383% 94016795 94066670.02 0.053049%
5783 16505 16266.07 -1.447635% 94000290 94050403.95 0.053313%
5779 16514 16274.51 -1.450213% 93983776 94034129.44 0.053577%
5749 16593 16356.61 -1.424659% 93967183 94017772.84 0.053838%
5743 16606 16370.85 -1.416074% 93950577 94001401.99 0.054098%
5741 16608 16373.70 -1.410776% 93933969 93985028.29 0.054357%
5737 16615 16382.26 -1.400780% 93917354 93968646.03 0.054614%
5717 16666 16436.71 -1.375821% 93900688 93952209.33 0.054868%
5711 16680 16451.10 -1.372326% 93884008 93935758.23 0.055121%
5701 16704 16477.07 -1.358556% 93867304 93919281.16 0.055373%
5693 16723 16497.33 -1.349478% 93850581 93902783.84 0.055623%
5689 16730 16506.03 -1.338755% 93833851 93886277.81 0.055872%
5683 16745 16520.55 -1.340408% 93817106 93869757.26 0.056121%
5669 16779 16558.43 -1.314541% 93800327 93853198.83 0.056366%
5659 16804 16584.77 -1.304645% 93783523 93836614.06 0.056610%
5657 16807 16587.70 -1.304819% 93766716 93820026.36 0.056854%
5653 16815 16596.50 -1.299423% 93749901 93803429.86 0.057098%
5651 16817 16599.44 -1.293697% 93733084 93786830.42 0.057340%
5647 16826 16608.26 -1.294083% 93716258 93770222.16 0.057582%
5641 16839 16622.98 -1.282864% 93699419 93753599.18 0.057823%
5639 16842 16625.93 -1.282945% 93682577 93736973.26 0.058064%
5623 16886 16670.28 -1.277520% 93665691 93720302.98 0.058305%
5591 16977 16762.71 -1.262246% 93648714 93703540.27 0.058545%
5581 17005 16789.74 -1.265862% 93631709 93686750.53 0.058785%
5573 17024 16810.83 -1.252179% 93614685 93669939.70 0.059024%
5569 17034 16819.89 -1.256986% 93597651 93653119.82 0.059263%
5563 17049 16835.00 -1.255190% 93580602 93636284.81 0.059503%
5557 17066 16850.15 -1.264794% 93563536 93619434.66 0.059744%
5531 17139 16926.31 -1.240956% 93546397 93602508.35 0.059982%
5527 17146 16935.50 -1.227692% 93529251 93585572.85 0.060218%
5521 17161 16950.84 -1.224653% 93512090 93568622.01 0.060454%
5519 17164 16953.91 -1.224023% 93494926 93551668.11 0.060690%
5507 17197 16987.77 -1.216646% 93477729 93534680.33 0.060925%
5503 17206 16997.03 -1.214493% 93460523 93517683.30 0.061160%
5501 17210 17000.12 -1.219499% 93443313 93500683.17 0.061396%
5483 17261 17052.83 -1.205996% 93426052 93483630.34 0.061630%
5479 17271 17062.17 -1.209136% 93408781 93466568.17 0.061865%
5477 17274 17065.29 -1.208259% 93391507 93449502.88 0.062100%
5471 17287 17080.88 -1.192332% 93374220 93432422.00 0.062332%
5449 17351 17146.71 -1.177397% 93356869 93415275.29 0.062562%
5443 17367 17162.46 -1.177745% 93339502 93398112.83 0.062793%
5441 17369 17165.62 -1.170964% 93322133 93380947.22 0.063023%
5437 17380 17175.09 -1.179017% 93304753 93363772.13 0.063254%
5431 17393 17190.90 -1.161968% 93287360 93346581.23 0.063483%
5419 17427 17225.79 -1.154561% 93269933 93329355.44 0.063710%
5417 17430 17228.97 -1.153330% 93252503 93312126.46 0.063938%
5413 17441 17238.52 -1.160924% 93235062 93294887.94 0.064167%
5407 17455 17254.46 -1.148873% 93217607 93277633.47 0.064394%
5399 17477 17276.84 -1.145304% 93200130 93260356.64 0.064621%
5393 17495 17292.85 -1.155455% 93182635 93243063.79 0.064850%
5387 17511 17308.90 -1.154111% 93165124 93225754.88 0.065079%
5381 17527 17324.99 -1.152582% 93147597 93208429.90 0.065308%
5351 17615 17418.88 -1.113366% 93129982 93191011.02 0.065531%
5347 17625 17428.65 -1.114022% 93112357 93173582.36 0.065754%
5333 17669 17471.14 -1.119822% 93094688 93156111.22 0.065979%
5323 17698 17500.68 -1.114937% 93076990 93138610.54 0.066204%
5309 17737 17543.53 -1.090760% 93059253 93121067.01 0.066424%
5303 17754 17560.07 -1.092300% 93041499 93103506.94 0.066645%
5297 17767 17576.65 -1.071377% 93023732 93085930.29 0.066863%
5281 17815 17626.57 -1.057689% 93005917 93068303.72 0.067078%
5279 17819 17629.91 -1.061161% 92988098 93050673.81 0.067294%
5273 17835 17646.63 -1.056188% 92970263 93033027.18 0.067510%
5261 17871 17683.53 -1.049044% 92952392 93015343.65 0.067725%
5237 17945 17761.19 -1.024305% 92934447 92997582.46 0.067935%
5233 17955 17771.37 -1.022720% 92916492 92979811.09 0.068146%
5231 17959 17774.77 -1.025848% 92898533 92962036.33 0.068358%
5227 17970 17784.97 -1.029663% 92880563 92944251.36 0.068570%
5209 18029 17843.01 -1.031603% 92862534 92926408.34 0.068784%
5197 18067 17880.78 -1.030725% 92844467 92908527.56 0.068998%
5189 18090 17904.90 -1.023216% 92826377 92890622.66 0.069211%
5179 18121 17936.02 -1.020831% 92808256 92872686.65 0.069423%
5171 18147 17960.30 -1.028846% 92790109 92854726.35 0.069638%
5167 18157 17970.72 -1.025923% 92771952 92836755.63 0.069853%
5153 18203 18016.06 -1.026975% 92753749 92818739.57 0.070068%
5147 18220 18033.56 -1.023264% 92735529 92800706.01 0.070283%
5119 18315 18128.68 -1.017316% 92717214 92782577.33 0.070498%
5113 18333 18146.41 -1.017800% 92698881 92764430.92 0.070713%
5107 18350 18164.17 -1.012682% 92680531 92746266.75 0.070927%
5101 18368 18181.98 -1.012754% 92662163 92728084.77 0.071142%
5099 18372 18185.54 -1.014897% 92643791 92709899.23 0.071357%
5087 18411 18224.87 -1.010987% 92625380 92691674.36 0.071573%
5081 18428 18242.80 -1.004984% 92606952 92673431.56 0.071787%
5077 18439 18253.58 -1.005580% 92588513 92655177.98 0.072001%
5059 18497 18314.92 -0.984378% 92570016 92636863.06 0.072212%
5051 18524 18340.30 -0.991678% 92551492 92618522.76 0.072425%
5039 18565 18380.34 -0.994679% 92532927 92600142.42 0.072639%
5023 18619 18435.23 -0.987022% 92514308 92581707.20 0.072853%
5021 18623 18438.90 -0.988573% 92495685 92563268.30 0.073066%
5011 18658 18472.02 -0.996810% 92477027 92544796.28 0.073282%
5009 18662 18475.70 -0.998269% 92458365 92526320.58 0.073499%
5003 18681 18494.17 -1.000120% 92439684 92507826.41 0.073716%
4999 18694 18505.27 -1.009595% 92420990 92489321.15 0.073935%
4993 18712 18523.80 -1.005785% 92402278 92470797.35 0.074153%
4987 18729 18542.37 -0.996478% 92383549 92452254.98 0.074370%
4973 18776 18590.84 -0.986144% 92364773 92433664.14 0.074586%
4969 18787 18602.07 -0.984374% 92345986 92415062.07 0.074801%
4967 18790 18605.81 -0.980251% 92327196 92396456.26 0.075016%
4957 18825 18639.59 -0.984904% 92308371 92377816.67 0.075232%
4951 18845 18658.42 -0.990099% 92289526 92359158.25 0.075450%
4943 18871 18684.84 -0.986493% 92270655 92340473.41 0.075667%
4937 18891 18703.76 -0.991149% 92251764 92321769.65 0.075885%
4933 18903 18715.14 -0.993828% 92232861 92303054.52 0.076105%
4931 18907 18718.93 -0.994699% 92213954 92284335.58 0.076324%
4919 18949 18760.79 -0.993235% 92195005 92265574.79 0.076544%
4909 18983 18795.19 -0.989373% 92176022 92246779.60 0.076764%
4903 19002 18814.35 -0.987504% 92157020 92227965.25 0.076983%
4889 19052 18864.38 -0.984766% 92137968 92209100.87 0.077203%
4877 19093 18906.93 -0.974542% 92118875 92190193.94 0.077421%
4871 19113 18926.34 -0.976622% 92099762 92171267.60 0.077639%
4861 19150 18961.38 -0.984961% 92080612 92152306.22 0.077860%
4831 19265 19075.20 -0.985190% 92061347 92133231.02 0.078083%
4817 19316 19126.68 -0.980106% 92042031 92114104.33 0.078305%
4813 19330 19138.60 -0.990146% 92022701 92094965.73 0.078529%
4801 19376 19182.45 -0.998891% 92003325 92075783.27 0.078756%
4799 19380 19186.45 -0.998700% 91983945 92056596.82 0.078983%
4793 19400 19206.47 -0.997592% 91964545 92037390.35 0.079210%
4789 19413 19218.50 -1.001913% 91945132 92018171.86 0.079439%
4787 19416 19222.51 -0.996532% 91925716 91998949.34 0.079666%
4783 19429 19234.57 -1.000719% 91906287 91979714.77 0.079894%
4759 19520 19327.53 -0.986015% 91886767 91960387.24 0.080121%
4751 19550 19356.01 -0.992294% 91867217 91941031.23 0.080349%
4733 19620 19425.53 -0.991185% 91847597 91921605.71 0.080578%
4729 19633 19437.85 -0.993976% 91827964 91902167.85 0.080807%
4723 19654 19458.43 -0.995061% 91808310 91882709.42 0.081038%
4721 19659 19462.55 -0.999276% 91788651 91863246.87 0.081269%
4703 19732 19532.90 -1.009001% 91768919 91843713.97 0.081504%
4691 19780 19578.71 -1.017660% 91749139 91824135.26 0.081741%
4679 19828 19624.74 -1.025141% 91729311 91804510.52 0.081980%
4673 19848 19645.73 -1.019080% 91709463 91784864.79 0.082218%
4663 19889 19683.65 -1.032475% 91689574 91765181.14 0.082460%
4657 19912 19704.78 -1.040657% 91669662 91745476.36 0.082704%
4651 19934 19725.97 -1.043605% 91649728 91725750.39 0.082949%
4649 19940 19730.21 -1.052102% 91629788 91706020.18 0.083196%
4643 19961 19751.46 -1.049756% 91609827 91686268.72 0.083443%
4639 19975 19764.23 -1.055163% 91589852 91666504.49 0.083691%
4637 19979 19768.49 -1.053639% 91569873 91646735.99 0.083939%
4621 20043 19832.66 -1.049428% 91549830 91626903.33 0.084187%
4603 20116 19905.91 -1.044393% 91529714 91606997.42 0.084435%
4597 20138 19927.56 -1.044985% 91509576 91587069.86 0.084684%
4591 20159 19949.26 -1.040410% 91489417 91567120.60 0.084932%
4583 20192 19979.73 -1.051238% 91469225 91547140.86 0.085183%
4567 20262 20045.36 -1.069213% 91448963 91527095.51 0.085438%
4561 20284 20067.33 -1.068178% 91428679 91507028.18 0.085694%
4549 20334 20115.86 -1.072805% 91408345 91486912.32 0.085952%
4547 20340 20120.28 -1.080237% 91388005 91466792.04 0.086212%
4523 20442 20222.59 -1.073311% 91367563 91446569.45 0.086471%
4519 20456 20236.02 -1.075387% 91347107 91426333.43 0.086731%
4517 20462 20240.50 -1.082500% 91326645 91406092.93 0.086993%
4513 20478 20253.95 -1.094083% 91306167 91385838.97 0.087258%
4507 20502 20276.42 -1.100268% 91285665 91365562.55 0.087525%
4493 20563 20335.09 -1.108347% 91265102 91345227.46 0.087794%
4483 20606 20375.92 -1.116592% 91244496 91324851.55 0.088066%
4481 20612 20380.46 -1.123315% 91223884 91304471.08 0.088340%
4463 20692 20458.09 -1.130420% 91203192 91284012.99 0.088616%
4457 20715 20481.04 -1.129404% 91182477 91263531.95 0.088893%
4451 20737 20504.05 -1.123349% 91161740 91243027.89 0.089169%
4447 20752 20517.88 -1.128164% 91140988 91222510.01 0.089446%
4441 20775 20540.98 -1.126431% 91120213 91201969.03 0.089723%
4423 20850 20619.93 -1.103433% 91099363 91181349.09 0.089996%
4421 20852 20624.60 -1.090551% 91078511 91160724.49 0.090267%
4409 20901 20676.05 -1.076243% 91057610 91140048.44 0.090534%
4397 20953 20727.78 -1.074882% 91036657 91119320.66 0.090803%
4391 20973 20751.38 -1.056680% 91015684 91098569.28 0.091067%
4373 21055 20832.05 -1.058877% 90994629 91077737.22 0.091333%
4363 21100 20875.03 -1.066229% 90973529 91056862.20 0.091602%
4357 21123 20898.98 -1.060543% 90952406 91035963.22 0.091869%
4349 21156 20932.62 -1.055872% 90931250 91015030.60 0.092136%
4339 21199 20976.04 -1.051755% 90910051 90994054.56 0.092403%
4337 21205 20980.87 -1.056944% 90888846 90973073.68 0.092671%
4327 21248 21024.51 -1.051796% 90867598 90952049.17 0.092939%
4297 21388 21166.41 -1.036064% 90846210 90930882.76 0.093205%
4289 21421 21200.95 -1.027254% 90824789 90909681.81 0.093469%
4283 21449 21225.70 -1.041065% 90803340 90888456.11 0.093737%
4273 21491 21270.41 -1.026436% 90781849 90867185.70 0.094002%
4271 21496 21275.39 -1.026289% 90760353 90845910.31 0.094267%
4261 21541 21320.33 -1.024436% 90738812 90824589.99 0.094533%
4259 21545 21325.33 -1.019577% 90717267 90803264.65 0.094797%
4253 21572 21350.40 -1.027243% 90695695 90781914.25 0.095064%
4243 21618 21395.69 -1.028354% 90674077 90760518.56 0.095332%
4241 21624 21400.74 -1.032485% 90652453 90739117.82 0.095601%
4231 21668 21446.26 -1.023361% 90630785 90717671.57 0.095869%
4229 21672 21451.33 -1.018230% 90609113 90696220.24 0.096135%
4219 21720 21497.09 -1.026292% 90587393 90674723.15 0.096404%
4217 21724 21502.19 -1.021050% 90565669 90653220.96 0.096672%
4211 21752 21527.72 -1.031086% 90543917 90631693.24 0.096943%
4201 21797 21573.84 -1.023820% 90522120 90610119.40 0.097213%
4177 21921 21692.63 -1.041782% 90500199 90588426.77 0.097489%
4159 22010 21781.30 -1.039073% 90478189 90566645.47 0.097766%
4157 22015 21786.54 -1.037748% 90456174 90544858.93 0.098042%
4153 22032 21802.28 -1.042676% 90434142 90523056.66 0.098320%
4139 22103 21870.76 -1.050738% 90412039 90501185.90 0.098601%
4133 22130 21897.21 -1.051902% 90389909 90479288.69 0.098882%
4129 22146 21913.12 -1.051549% 90367763 90457375.56 0.099164%
4127 22153 21918.43 -1.058847% 90345610 90435457.13 0.099448%
4111 22233 21998.41 -1.055150% 90323377 90413458.72 0.099732%
4099 22293 22057.44 -1.056641% 90301084 90391401.28 0.100018%
4093 22322 22084.39 -1.064473% 90278762 90369316.89 0.100306%
4091 22328 22089.79 -1.066882% 90256434 90347227.10 0.100595%
4079 22388 22149.36 -1.065942% 90234046 90325077.75 0.100884%
4073 22413 22176.55 -1.054979% 90211633 90302901.20 0.101171%
4057 22497 22258.54 -1.059959% 90189136 90280642.66 0.101461%
4051 22521 22286.01 -1.043408% 90166615 90258356.64 0.101747%
4049 22525 22291.52 -1.036546% 90144090 90236065.13 0.102031%
4027 22639 22407.76 -1.021406% 90121451 90213657.36 0.102313%
4021 22663 22435.63 -1.003277% 90098788 90191221.73 0.102592%
4019 22667 22441.21 -0.996119% 90076121 90168780.52 0.102868%
4013 22695 22469.17 -0.995064% 90053426 90146311.35 0.103145%
4007 22721 22497.21 -0.984958% 90030705 90123814.15 0.103419%
4003 22739 22514.07 -0.989190% 90007966 90101300.08 0.103695%
4001 22743 22519.70 -0.981862% 89985223 90078780.38 0.103970%
3989 22804 22581.80 -0.974412% 89962419 90056198.59 0.104243%
3967 22922 22701.34 -0.962675% 89939497 90033497.25 0.104515%
3947 23030 22810.61 -0.952605% 89916467 90010686.64 0.104786%
3943 23048 22827.97 -0.954659% 89893419 89987858.67 0.105057%
3931 23109 22891.85 -0.939681% 89870310 89964966.82 0.105326%
3929 23114 22897.68 -0.935903% 89847196 89942069.14 0.105594%
3923 23145 22926.86 -0.942496% 89824051 89919142.28 0.105864%
3919 23160 22944.41 -0.930873% 89800891 89896197.87 0.106131%
3917 23166 22950.27 -0.931246% 89777725 89873247.61 0.106399%
3911 23192 22979.61 -0.915798% 89754533 89850268.00 0.106663%
3907 23210 22997.25 -0.916617% 89731323 89827270.74 0.106928%
3889 23313 23097.78 -0.923171% 89708010 89804172.96 0.107196%
3881 23355 23139.44 -0.922965% 89684655 89781033.52 0.107464%
3877 23374 23157.35 -0.926898% 89661281 89757876.18 0.107733%
3863 23452 23235.28 -0.924112% 89637829 89734640.90 0.108003%
3853 23506 23289.55 -0.920823% 89614323 89711351.35 0.108273%
3851 23512 23295.60 -0.920386% 89590811 89688055.75 0.108543%
3847 23531 23313.77 -0.923184% 89567280 89664741.98 0.108814%
3833 23611 23392.84 -0.923991% 89543669 89641349.15 0.109087%
3823 23664 23447.91 -0.913171% 89520005 89617901.24 0.109357%
3821 23671 23454.04 -0.916549% 89496334 89594447.19 0.109628%
3803 23774 23558.89 -0.904825% 89472560 89570888.31 0.109898%
3797 23806 23589.91 -0.907712% 89448754 89547298.40 0.110169%
3793 23825 23608.57 -0.908424% 89424929 89523689.83 0.110440%
3779 23907 23689.78 -0.908592% 89401022 89500000.05 0.110712%
3769 23962 23746.35 -0.899959% 89377060 89476253.70 0.110983%
3767 23967 23752.66 -0.894331% 89353093 89452501.04 0.111253%
3761 23997 23784.23 -0.886639% 89329096 89428716.81 0.111521%
3739 24130 23917.82 -0.879334% 89304966 89404798.99 0.111789%
3733 24158 23949.85 -0.861609% 89280808 89380849.14 0.112052%
3727 24189 23981.98 -0.855833% 89256619 89356867.15 0.112315%
3719 24235 24027.12 -0.857759% 89232384 89332840.03 0.112578%
3709 24290 24085.42 -0.842220% 89208094 89308754.61 0.112838%
3701 24336 24130.98 -0.842458% 89183758 89284623.63 0.113099%
3697 24351 24150.56 -0.823125% 89159407 89260473.07 0.113354%
3691 24383 24183.28 -0.819110% 89135024 89236289.79 0.113609%
3677 24464 24268.78 -0.798005% 89110560 89212021.02 0.113860%
3673 24481 24288.60 -0.785923% 89086079 89187732.42 0.114107%
3671 24489 24295.21 -0.791317% 89061590 89163437.20 0.114356%
3659 24562 24368.25 -0.788808% 89037028 89139068.95 0.114605%
3643 24659 24468.59 -0.772177% 89012369 89114600.36 0.114851%
3637 24691 24502.23 -0.764541% 88987678 89090098.13 0.115095%
3631 24721 24535.97 -0.748483% 88962957 89065562.17 0.115335%
3623 24767 24583.37 -0.741416% 88938190 89040978.79 0.115573%
3617 24798 24617.36 -0.728460% 88913392 89016361.44 0.115809%
3613 24818 24637.80 -0.726097% 88888574 88991723.64 0.116044%
3607 24854 24671.95 -0.732478% 88863720 88967051.69 0.116281%
3593 24946 24761.22 -0.740733% 88838774 88942290.47 0.116522%
3583 25002 24823.41 -0.714289% 88813772 88917467.06 0.116756%
3581 25010 24830.35 -0.718331% 88788762 88892636.71 0.116991%
3571 25072 24892.93 -0.714241% 88763690 88867743.79 0.117226%
3559 25146 24969.86 -0.700456% 88738544 88842773.92 0.117457%
3557 25153 24976.88 -0.700182% 88713391 88817797.04 0.117689%
3547 25215 25040.26 -0.693006% 88688176 88792756.78 0.117920%
3541 25249 25075.62 -0.686696% 88662927 88767681.17 0.118149%
3539 25257 25082.70 -0.690099% 88637670 88742598.46 0.118379%
3533 25290 25118.20 -0.679322% 88612380 88717480.27 0.118607%
3529 25308 25139.55 -0.665591% 88587072 88692340.71 0.118831%
3527 25313 25146.68 -0.657053% 88561759 88667194.03 0.119053%
3517 25375 25211.03 -0.646185% 88536384 88641983.00 0.119272%
3511 25408 25246.93 -0.633921% 88510976 88616736.07 0.119488%
3499 25485 25326.30 -0.622705% 88485491 88591409.77 0.119702%
3491 25536 25377.09 -0.622311% 88459955 88566032.68 0.119916%
3469 25687 25530.71 -0.608440% 88434268 88540501.97 0.120128%
3467 25694 25538.07 -0.606858% 88408574 88514963.89 0.120339%
3463 25713 25560.20 -0.594262% 88382861 88489403.70 0.120547%
3461 25718 25567.58 -0.584872% 88357143 88463836.11 0.120752%
3457 25737 25589.77 -0.572054% 88331406 88438246.34 0.120954%
3449 25784 25641.71 -0.551867% 88305622 88412604.64 0.121150%
3433 25898 25753.74 -0.557014% 88279724 88386850.89 0.121349%
3413 26037 25897.11 -0.537258% 88253687 88360953.78 0.121544%
3407 26072 25935.12 -0.525008% 88227615 88335018.66 0.121735%
3391 26183 26049.84 -0.508562% 88201432 88308968.82 0.121922%
3389 26192 26057.53 -0.513401% 88175240 88282911.29 0.122111%
3373 26303 26173.41 -0.492682% 88148937 88256737.88 0.122294%
3371 26309 26181.17 -0.485864% 88122628 88230556.70 0.122476%
3361 26379 26251.28 -0.484168% 88096249 88204305.42 0.122657%
3359 26386 26259.10 -0.480950% 88069863 88178046.32 0.122838%
3347 26470 26345.40 -0.470730% 88043393 88151700.93 0.123017%
3343 26492 26369.04 -0.464140% 88016901 88125331.89 0.123193%
3331 26581 26456.12 -0.469814% 87990320 88098875.77 0.123372%
3329 26587 26464.07 -0.462384% 87963733 88072411.70 0.123549%
3323 26624 26503.89 -0.451151% 87937109 88045907.82 0.123723%
3319 26648 26527.84 -0.450908% 87910461 88019379.97 0.123898%
3313 26688 26567.88 -0.450097% 87883773 87992812.10 0.124072%
3307 26724 26608.05 -0.433890% 87857049 87966204.05 0.124242%
3301 26765 26648.35 -0.435830% 87830284 87939555.70 0.124412%
3299 26773 26656.43 -0.435409% 87803511 87912899.27 0.124583%
3271 26992 26876.46 -0.428054% 87776519 87886022.81 0.124753%
3259 27082 26967.17 -0.423991% 87749437 87859055.64 0.124922%
3257 27091 26975.45 -0.426508% 87722346 87832080.18 0.125093%
3253 27114 27000.33 -0.419222% 87695232 87805079.85 0.125261%
3251 27122 27008.64 -0.417973% 87668110 87778071.21 0.125429%
3229 27303 27184.29 -0.434789% 87640807 87750886.92 0.125604%
3221 27361 27243.37 -0.429927% 87613446 87723643.55 0.125777%
3217 27387 27268.77 -0.431689% 87586059 87696374.78 0.125951%
3209 27445 27328.26 -0.425373% 87558614 87669046.53 0.126124%
3203 27489 27370.92 -0.429565% 87531125 87641675.61 0.126299%
3191 27586 27465.27 -0.437651% 87503539 87614210.34 0.126476%
3187 27610 27491.12 -0.430556% 87475929 87586719.22 0.126652%
3181 27650 27534.33 -0.418319% 87448279 87559184.88 0.126825%
3169 27747 27629.91 -0.421991% 87420532 87531554.97 0.126999%
3167 27757 27638.63 -0.426435% 87392775 87503916.34 0.127175%
3163 27782 27664.85 -0.421681% 87364993 87476251.49 0.127349%
3137 27996 27885.32 -0.395339% 87336997 87448366.17 0.127517%
3121 28133 28019.34 -0.404003% 87308864 87420346.82 0.127688%
3119 28141 28028.33 -0.400393% 87280723 87392318.50 0.127858%
3109 28222 28109.46 -0.398759% 87252501 87364209.04 0.128028%
3089 28395 28282.36 -0.396691% 87224106 87335926.68 0.128199%
3083 28443 28328.23 -0.403516% 87195663 87307598.45 0.128373%
3079 28467 28355.83 -0.390525% 87167196 87279242.62 0.128542%
3067 28567 28457.53 -0.383207% 87138629 87250785.09 0.128710%
3061 28612 28504.01 -0.377417% 87110017 87222281.08 0.128876%
3049 28714 28606.85 -0.373168% 87081303 87193674.23 0.129042%
3041 28781 28672.70 -0.376297% 87052522 87165001.53 0.129209%
3037 28808 28701.02 -0.371351% 87023714 87136300.51 0.129375%
3023 28929 28824.45 -0.361416% 86994785 87107476.06 0.129538%
3019 28957 28853.09 -0.358845% 86965828 87078622.97 0.129700%
3011 29023 28920.17 -0.354315% 86936805 87049702.81 0.129862%
3001 29105 29006.90 -0.337060% 86907700 87020695.91 0.130018%
2999 29115 29016.57 -0.338070% 86878585 86991679.34 0.130175%
2971 29379 29280.27 -0.336060% 86849206 86962399.07 0.130333%
2969 29388 29290.13 -0.333024% 86819818 86933108.94 0.130490%
2963 29433 29339.56 -0.317475% 86790385 86903769.38 0.130642%
2957 29485 29389.17 -0.325020% 86760900 86874380.21 0.130796%
2953 29513 29419.02 -0.318420% 86731387 86844961.19 0.130949%
2939 29640 29549.15 -0.306501% 86701747 86815412.03 0.131099%
2927 29749 29660.20 -0.298490% 86671998 86785751.83 0.131246%
2917 29842 29751.71 -0.302544% 86642156 86756000.12 0.131396%
2909 29912 29823.31 -0.296513% 86612244 86726176.81 0.131544%
2903 29963 29874.67 -0.294786% 86582281 86696302.14 0.131691%
2897 30013 29926.23 -0.289092% 86552268 86666375.90 0.131837%
2887 30109 30019.53 -0.297162% 86522159 86636356.37 0.131986%
2879 30179 30092.52 -0.286567% 86491980 86606263.86 0.132132%
2861 30346 30271.33 -0.246075% 86461634 86575992.53 0.132265%
2857 30373 30303.11 -0.230097% 86431261 86545689.42 0.132392%
2851 30425 30356.26 -0.225942% 86400836 86515333.16 0.132519%
2843 30495 30431.00 -0.209870% 86370341 86484902.16 0.132639%
2837 30548 30484.63 -0.207436% 86339793 86454417.53 0.132760%
2833 30574 30516.91 -0.186714% 86309219 86423900.62 0.132873%
2819 30711 30657.64 -0.173733% 86278508 86393242.97 0.132982%
2803 30876 30821.71 -0.175844% 86247632 86362421.26 0.133093%
